,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0005802878433449844,0.0002775725526400456,0.00031663118610167216,0.0003592783260501399,0.0003021110983018325,5.160868051490973e-05,9.13727411834938e-05,0.00013274411614647017,0.0002229362638007413,0.0002147750339365361,0.0001991514165189322,0.00013564541652202154,2.6724380791368557e-05,0.00046971633454284434,0.00015153437522206578,0.00027234065815099804,0.00019188561614184952,0.00014126586721382843,9.82899324904819e-05,0.00014775230071519224,6.57260781721259e-05,0.00013017071850943352,7.234600231587612e-05,0.00019854761439613716
1,0.0002677410142936602,0.0005341222576374979,0.0002914871527482442,0.0003300666055156165,0.0002811520406389902,3.657936293681658e-05,6.920005454091073e-05,0.00011748271460456415,0.0002121637767275621,0.000204529128698189,0.00018654529089366623,0.000127364391020934,2.4493702566202817e-05,0.00044177645913901853,0.00014194736780912847,0.00025957779821672095,0.0001730202218491495,0.00012852663479380352,8.879143635607304e-05,0.00013353736437034358,5.897133600444113e-05,0.00011528699374898926,6.376674183367596e-05,0.0001774038584774351
2,0.0003331042615537498,0.0003179124486476731,0.0006945801118610361,0.0004180002328090331,0.0003452420833631489,7.08992579070284e-05,0.00012035172153656479,0.00016857885642585714,0.0002582723679992077,0.0002453555302957504,0.00022771079298545616,0.00015148565269932946,3.910754618304348e-05,0.0005420125874605575,0.00017364743079655812,0.00031419707541902026,0.00021289151487639707,0.00015678792906158076,0.00010886657506841334,0.0001652967865212886,8.283783064990123e-05,0.00014613310470050538,7.8137681374285e-05,0.00022444161704923793
3,0.0003648035871174262,0.00034744917382218424,0.000403439209423729,0.0009466921252924305,0.00037595195774073006,0.00010020177327995039,0.00016414019513112898,0.00019716500469792636,0.00028549118706458975,0.0002644735058726147,0.00024059197709319898,0.00012980712081676256,4.7717343669279345e-05,0.0005812557522653669,0.00016252217588654043,0.00034617329138695186,0.000201809337364559,0.00014854182010138302,9.850503101198429e-05,0.00016086541323468646,9.094278510371267e-05,0.00013733293020579623,5.486602446177771e-05,0.00021895040437181198
4,0.000271898919408272,0.00026232740123649577,0.0002953507170071734,0.0003332307503833373,0.0006459287765397277,2.745730231048699e-05,5.738161640104332e-05,0.00010925850983647911,0.00021739097229444524,0.00021097226220689538,0.00019055468096584386,0.0001299327140955708,2.0661382225203674e-05,0.0004500860154394568,0.00014323954681504846,0.0002667681275859326,0.0001754231178536095,0.0001308114218932857,8.98527635219542e-05,0.00013510174966666034,5.517711593739058e-05,0.0001148919478155567,6.369876799261334e-05,0.00017730451592413323
5,4.868878112075142e-05,3.577699823505213e-05,6.358011885132667e-05,9.310081285909979e-05,2.8782148561805534e-05,0.00030528709879174714,0.0001928618930192068,0.00019460016024200555,3.285721406937598e-05,4.528324408228272e-06,2.583439590614647e-05,2.1248202628583418e-05,8.643441221830203e-05,9.335725673263382e-05,5.332329752718667e-05,2.645800979154796e-05,1.6532294502941836e-05,8.233969950286844e-06,1.2493697233928766e-05,2.0157296426600358e-05,9.49807772491048e-05,3.963575089017475e-05,1.6705373772104972e-05,5.926621965176518e-05
6,8.76236988999737e-05,6.879755120258096e-05,0.00010970608934781011,0.0001550214490957708,6.114161476327517e-05,0.0001960402314690121,0.0005568992606110398,0.00025126016976239935,5.2187832068382186e-05,1.6730287428822694e-05,4.423200480609945e-05,2.541764027214441e-05,0.0001046477639326852,0.0001413577402597199,6.677642830306608e-05,4.6937145837925444e-05,3.736084512852031e-05,2.106110187811779e-05,2.2225773863357846e-05,3.79860815907486e-05,0.00011984239307939001,6.1239330736026e-05,2.328759554699986e-05,9.169771648148162e-05
7,9.492882802316773e-05,8.710005454357928e-05,0.00011459335677528838,0.0001388623756731219,8.68155078409274e-05,0.00014750946422275132,0.00018737064832730326,0.0012952505771186248,0.0001630452933969171,0.00010108870010035854,0.00010895773106611003,0.00014598926865964888,0.00021152553700147118,0.0003551847085901283,0.00021098398869081645,0.0001720193802636149,1.6936722684700116e-05,2.1092758632174845e-05,3.07792867303772e-05,3.00209027480965e-05,0.0002140554873175547,5.46144120644353e-05,4.5785876706660464e-05,9.081567135237417e-05
8,0.00021328062625832926,0.00021042800678758606,0.00023486707121761794,0.00026898949134747705,0.0002310848063544244,3.331925475785658e-05,5.206369854845357e-05,0.00021812031510604955,0.0005026806929585698,0.0002073413351556922,0.00018017497844759073,0.0001505940056857302,0.00010553088524115025,0.00047814937919214283,0.0001884605760435785,0.0002839111758306331,9.432624120633045e-05,7.96937389020166e-05,5.797290143890329e-05,8.220076387416494e-05,0.0001205998453994593,7.010002750816259e-05,4.113504401618661e-05,0.0001201871208335291
9,0.00019855638894895826,0.00019602743301296046,0.0002156102583343238,0.00024079871242307837,0.00021671283196915368,4.437429382069173e-06,1.6128669530712703e-05,0.00013068322473607573,0.00020036196007252913,0.0004004456904241386,0.00015923849338147806,0.00012707619233696794,5.497104321231111e-05,0.000401516347057667,0.00014778078185913478,0.0002417069967949981,0.00010766146668650006,8.637475892480349e-05,6.065329683540152e-05,8.708171544404319e-05,7.31819696249808e-05,7.134337285192758e-05,4.3301690535288006e-05,0.00011670798832371239
10,0.00015002055946313815,0.00014568447935410256,0.00016305138627738667,0.00017849269236777868,0.00015949467967931304,2.0628115039065337e-05,3.474554088043181e-05,0.00011477375562408822,0.00014187019670877047,0.00012975239151411303,0.00035358436027483963,0.00010516727065408685,4.675506717810573e-05,0.00029790064384577035,0.00012045663792676804,0.0001697732063702204,9.55707476793932e-05,7.399806480120565e-05,5.4802426075444235e-05,7.562760929155264e-05,6.412386189087517e-05,6.898003650009289e-05,4.7126551817914946e-05,0.00010650075592858692
11,9.559096162384063e-05,9.305106443177282e-05,0.00010147445056321816,9.009115250325215e-05,0.00010173945702018516,1.58718576349855e-05,1.8678500470467907e-05,0.00014386322808357908,0.00011092992097566974,9.686699577846335e-05,9.838410273622434e-05,0.00047501603537988954,7.469718944273214e-05,0.00025750974279492106,0.00015239406156433293,0.00012793104136843875,8.791453546733455e-05,6.952909274067581e-05,6.019584864846297e-05,6.834960554591353e-05,8.877264511615723e-05,7.45841655497213e-05,7.352910778797526e-05,0.00010699922792695778
12,1.9118418168707756e-05,1.8166043925771093e-05,2.659367585848456e-05,3.361959543721351e-05,1.6423392620681818e-05,6.55427774602307e-05,7.806733064473007e-05,0.00021160419462577668,7.891384375126564e-05,4.253811239928518e-05,4.440231460259737e-05,7.582926727249536e-05,0.00041301830795090666,0.00016659527932446174,0.00011268402319572315,8.05364703484018e-05,-1.9382927026865152e-05,-7.344720424177776e-06,3.980631231194638e-06,-4.352485999799089e-06,0.00011893086464670626,1.0082379028619955e-05,1.54475414342447e-05,2.1827221037069605e-05
13,0.00034968162165253307,0.0003409583489425454,0.00038354825906722145,0.00042616357466632507,0.00037229899316694866,7.366803385895983e-05,0.00010973667826191263,0.00036975032603397907,0.00037207462420428355,0.00032332575941475413,0.00029440230453790437,0.0002720314411879785,0.00017336264729407038,0.002344168670049532,0.0003283932485796696,0.00043825584635780553,0.00019290248902010181,0.00015536441771515322,0.00011847888629076063,0.00016020453430538363,0.00020661094787515313,0.00014966465547458312,0.00010328991393131784,0.00023859121830198943
14,0.00010371170377803002,0.00010071764555470036,0.00011296878743841854,0.00010954716752633756,0.00010892780258780878,3.868365110987831e-05,4.765789585776638e-05,0.00020192182634553275,0.00013482375905384604,0.00010940432640525916,0.00010944097731335464,0.0001480038262394509,0.00010780394290695015,0.0003019073469503871,0.0006456699218744258,0.00015281921547468898,7.522536260834218e-05,6.2022230654501e-05,5.578485995881294e-05,6.248596320744648e-05,0.00011933397757355031,7.115787381345421e-05,6.853680454663738e-05,0.00010594055350269892
15,0.0002527530871497305,0.00024975439853189746,0.0002771785530858919,0.00031640946176611414,0.000275091470482605,2.602765323547033e-05,4.542508359441388e-05,0.00022324334738015752,0.0002754201977005093,0.00024264600137035317,0.00020916343051058796,0.00016847994581759332,0.00010447978564844294,0.0005463545448577114,0.00020722652568004395,0.0007107665663674303,0.00011667244838178939,9.717327027748663e-05,6.900710989091212e-05,9.942633904413822e-05,0.0001234071496723932,8.202708057363969e-05,4.675356844854317e-05,0.00014001328492006725
16,0.00014887551113917488,0.00013916798018181445,0.00015700471534386233,0.000154203424853424,0.00015122614043586158,1.3595895902633336e-05,3.0226830309916696e-05,1.8375001457392562e-05,7.649669717185244e-05,9.035268583244295e-05,9.843248454109794e-05,9.678985142196334e-05,-2.1021122357717987e-05,0.00020103956302552163,8.52763352381524e-05,9.753605145760732e-05,0.0004505523046151889,0.00011319440111763704,8.481937863621982e-05,0.00011467092444796243,1.1652481071265227e-05,0.00011151367455350115,8.536096550111201e-05,0.00015334958417735785
17,0.0001378520478115195,0.0001300261590309865,0.00014543271265961762,0.00014275674652169324,0.00014183416184745067,8.516852243367379e-06,2.1431478983078425e-05,2.8782368296578585e-05,8.128857229092396e-05,9.117226848750951e-05,9.585813239472504e-05,9.627883742863096e-05,-1.0018597890632267e-05,0.00020365280652610775,8.843145234112388e-05,0.00010217362801099767,0.00014237052403614727,0.0002086439439333603,7.65680030094138e-05,0.00010259377890077229,1.831152170157993e-05,9.916009543318e-05,7.706587698881361e-05,0.00013762868418340515
18,8.82192635371012e-05,8.262036089241494e-05,9.288005210573605e-05,8.707324337480621e-05,8.960763766872305e-05,1.1886095667774524e-05,2.0802060450097136e-05,3.863047991864228e-05,5.4388707575571846e-05,5.888554971226483e-05,6.52960327310992e-05,7.666713348071081e-05,4.994155171518486e-06,0.0001428427524083272,7.315670426254076e-05,6.673662564532578e-05,9.812250641465075e-05,7.04248173576807e-05,0.00012441662838768563,7.093626851634121e-05,2.4307682112708828e-05,7.20995879792965e-05,6.0012162138318045e-05,9.904981493575268e-05
19,0.0001444706833202431,0.00013536609168121852,0.0001536326014032354,0.00015491022051312175,0.00014677958192531594,2.0891595582755982e-05,3.8731564779384825e-05,4.104746898200369e-05,8.401380207240496e-05,9.210270405086728e-05,9.81654056774516e-05,9.483524711996706e-05,-5.948925804268963e-06,0.00021041811912881776,8.92711927254008e-05,0.00010475214801402693,0.00014451666932986383,0.00010279938568615916,7.727863154961655e-05,0.00021432812344336942,2.343195943675307e-05,0.00010226300516695052,7.689620376738543e-05,0.00014251783137374685
20,4.801436671082424e-05,4.46617841177139e-05,5.752222839059279e-05,6.542950802918579e-05,4.4786969883127324e-05,7.354667753551421e-05,9.129332616651198e-05,0.00021866386112514828,9.208937984649129e-05,5.7827911861317195e-05,6.218501955087238e-05,9.202396456235682e-05,0.00012144615153759083,0.00020274477554261335,0.00012737406128438507,9.713814852701838e-05,1.0971627329206118e-05,1.3708247595844457e-05,1.9784389025346346e-05,1.7506390762871105e-05,0.0003872962654503317,3.193287195203681e-05,3.1183213870809296e-05,5.1897738716226645e-05
21,0.00012631584503174293,0.00011598089594064693,0.00013479278296418479,0.00013124752870454073,0.00012387775328494998,4.0768569492358266e-05,6.196836492505673e-05,7.410865878033752e-05,7.110367196309967e-05,7.488556269724635e-05,8.885882550422266e-05,0.00010270213167268429,1.3676130758099956e-05,0.00019508623875654792,0.00010089064220198417,8.576652189802842e-05,0.00013947353612982504,9.860648631772781e-05,7.795122086902146e-05,0.00010148868048675812,4.241788625299365e-05,0.00021958612590673298,8.537538757742797e-05,0.00014611491767577633
22,5.892319408170789e-05,5.3842793632894304e-05,6.049308901462658e-05,4.400957293058143e-05,5.764504382584713e-05,1.4421877193290207e-05,1.9778414048525483e-05,5.214593252748016e-05,3.501974831086588e-05,3.814841734913694e-05,5.0953031302558925e-05,8.498050979139485e-05,1.758679926084584e-05,0.00011300366112121099,8.156033271510434e-05,4.1030094818138345e-05,8.960870828449277e-05,6.43217550353532e-05,5.4457365273258286e-05,6.405177481390527e-05,3.476635257751014e-05,7.165721110408554e-05,0.0001773591752816187,9.504945646549598e-05
23,0.00017241194770316242,0.00015970825375090126,0.00018525910974414412,0.00018724936554604646,0.0001710730821930366,5.4551131613178296e-05,8.303406068389941e-05,0.00011027590829356492,0.00010909125235242313,0.00010962338251252748,0.0001227687952838209,0.0001318474156736129,2.6494566984424777e-05,0.0002783043503972865,0.00013441517945274268,0.0001310050217381576,0.00017163444217039382,0.00012247167580586792,9.583010456902539e-05,0.00012656872793581216,6.169040677500424e-05,0.00013075331631135303,0.00010133992524049112,0.0004296480911612985
